row,altitude,moisture,pressure,wind_speed,sky_condition,time_of_day,air_quality_index
9008,30K feet,dry,low,steady,limited,21,9.148648376352252
9009,Missoula,dry,high,steady,poor,16,195.5997574690753
9010,sea level,fog,low,steady,poor,16,362.0790452124539
9011,Missoula,mist,steady,gusty,poor,16,215.42512765343633
9012,30K feet,fog,low,steady,poor,7,63.2414808612619
9013,sea level,mist,steady,gusty,poor,9,336.2861297316407
9014,Lolo Peak,dry,steady,gusty,clear,7,90.9345263696743
9015,Missoula,dry,steady,gusty,limited,10,184.0292039553621
9016,30K feet,fog,low,steady,poor,8,67.08541392817516
9017,Lolo Peak,mist,low,gusty,clear,16,112.62674779867389
9018,sea level,rain,low,steady,limited,11,312.54868877277846
9019,30K feet,fog,high,gusty,clear,14,53.87917055170016
9020,Lolo Peak,dry,low,steady,limited,10,100.38441125700008
9021,Missoula,rain,high,high,poor,13,194.22084403433487
9022,Missoula,fog,steady,steady,poor,13,242.24998067913901
9023,Missoula,fog,high,gusty,clear,7,241.2833335462665
9024,sea level,dry,steady,calm,clear,13,311.96789084227163
9025,sea level,mist,steady,steady,poor,9,331.215205769281
9026,Lolo Peak,dry,low,high,limited,5,101.41063396283792
9027,sea level,rain,steady,gusty,limited,18,312.01512288899517
9028,Missoula,mist,high,gusty,limited,18,209.96641731777112
9029,Lolo Peak,dry,low,high,limited,15,95.77664753389249
9030,Missoula,rain,steady,high,limited,14,195.1031674495332
9031,sea level,rain,low,high,poor,12,316.1626229775127
9032,sea level,rain,high,steady,clear,12,306.23888941600256
9033,30K feet,mist,steady,high,poor,13,33.97145058568157
9034,Missoula,rain,low,high,poor,3,199.88513387855414
9035,Lolo Peak,rain,low,steady,poor,2,115.97569084494647
9036,Missoula,fog,high,high,limited,14,239.30951483527775
9037,Missoula,fog,low,steady,poor,11,247.13247578120365
9038,18K feet,dry,high,gusty,clear,17,39.41690028433218
9039,sea level,dry,high,high,clear,14,303.4102967969531
9040,sea level,mist,high,steady,clear,12,326.21202517053814
9041,Lolo Peak,rain,low,gusty,poor,14,106.25421908074803
9042,Missoula,dry,steady,gusty,limited,16,182.75071029425263
9043,Missoula,dry,steady,steady,poor,11,193.29815084767827
9044,18K feet,fog,steady,high,poor,8,96.97993088161634
9045,sea level,dry,low,high,limited,9,307.0854991819582
9046,18K feet,fog,low,steady,limited,13,87.3722658799024
9047,Lolo Peak,rain,low,steady,limited,9,106.32954854419265
9048,Missoula,fog,low,calm,poor,12,247.65520325281852
9049,sea level,dry,low,steady,poor,10,308.24084048217196
9050,sea level,fog,high,high,clear,15,352.22303347827597
9051,30K feet,mist,steady,gusty,poor,14,32.50640983443323
9052,18K feet,mist,steady,gusty,limited,17,65.97289091196907
9053,18K feet,mist,steady,high,clear,10,54.85062277394974
9054,Missoula,fog,high,high,limited,9,243.80559518713832
9055,30K feet,mist,low,gusty,clear,14,27.48123088321121
9056,sea level,dry,low,gusty,clear,13,309.07404981028685
9057,Missoula,mist,high,high,clear,17,206.20265909710957
9058,Lolo Peak,fog,steady,gusty,clear,13,142.40480874684596
9059,30K feet,mist,steady,gusty,poor,8,32.04014329642228
9060,18K feet,rain,steady,high,limited,10,43.54052448610885
9061,18K feet,mist,steady,gusty,clear,14,52.49681130292653
9062,18K feet,fog,low,high,limited,10,85.00699750647848
9063,Missoula,mist,steady,steady,limited,16,208.56975266588367
9064,18K feet,mist,high,steady,poor,13,64.65647503165296
9065,30K feet,dry,low,high,limited,6,7.899930786495892
9066,sea level,fog,steady,gusty,poor,9,361.3334202297179
9067,Lolo Peak,rain,high,calm,poor,12,113.43632393718694
9068,18K feet,fog,high,gusty,limited,12,81.75459009455659
9069,18K feet,dry,high,high,clear,13,32.41724374102326
9070,sea level,fog,low,gusty,limited,18,353.58845998375944
9071,Lolo Peak,rain,low,steady,limited,12,99.72431535346024
9072,sea level,fog,low,high,clear,14,356.9715927238658
9073,sea level,mist,steady,gusty,poor,6,337.6139005817275
9074,Missoula,mist,high,gusty,clear,11,207.85634303373917
9075,18K feet,dry,steady,gusty,limited,12,35.24528205494799
9076,Lolo Peak,rain,low,gusty,poor,19,111.64913073914067
9077,18K feet,dry,steady,steady,limited,6,36.64096326321915
9078,sea level,dry,high,high,limited,11,308.41483320464164
9079,Lolo Peak,mist,high,high,poor,11,122.63232626012586
9080,30K feet,mist,low,steady,poor,14,33.289521512415796
9081,Lolo Peak,fog,low,high,poor,11,159.31266732237623
9082,sea level,fog,steady,high,clear,12,354.4734253672574
9083,30K feet,dry,low,high,limited,6,4.975525724734123
9084,30K feet,rain,steady,high,poor,15,18.2518615118358
9085,Missoula,dry,low,high,poor,9,195.67682003752867
9086,sea level,dry,steady,steady,limited,10,313.90707010853765
9087,30K feet,dry,low,gusty,limited,17,12.60999209233329
9088,18K feet,mist,low,gusty,limited,7,56.7825656657625
9089,Missoula,mist,high,calm,clear,11,207.75686062260596
9090,Missoula,dry,high,high,clear,14,183.36568706771445
9091,30K feet,mist,high,gusty,limited,8,26.217468079791043
9092,30K feet,dry,steady,gusty,poor,7,17.034896520448935
9093,Missoula,dry,high,high,limited,17,181.68102977923348
9094,Missoula,fog,low,high,clear,17,235.9632498504639
9095,18K feet,mist,low,steady,limited,14,56.96571186855491
9096,sea level,rain,high,steady,clear,7,309.34931759667296
9097,30K feet,fog,steady,steady,poor,13,62.94658967219646
9098,30K feet,rain,high,steady,poor,9,15.703960899026193
9099,30K feet,fog,steady,gusty,poor,11,66.6927417132075
9100,18K feet,dry,steady,high,limited,8,34.76319316360136
9101,Missoula,fog,steady,high,limited,15,229.1183305671928
9102,18K feet,rain,steady,steady,limited,6,40.96388632209848
9103,sea level,rain,steady,gusty,limited,15,311.80905050002576
9104,30K feet,rain,high,gusty,poor,11,16.864666569288186
9105,30K feet,fog,low,steady,limited,8,55.82048001273955
9106,18K feet,dry,steady,gusty,clear,10,35.238406846438785
9107,sea level,dry,high,calm,limited,10,309.3466076993833
9108,Lolo Peak,fog,low,gusty,poor,15,156.74544624838072
9109,18K feet,mist,steady,gusty,clear,10,59.09084975091602
9110,Lolo Peak,mist,high,high,poor,11,125.21912167693526
9111,30K feet,mist,steady,calm,poor,10,32.43258864174853
9112,Missoula,dry,steady,gusty,limited,6,184.01113771113407
9113,Missoula,fog,steady,high,limited,14,236.85680739285243
9114,sea level,rain,low,high,clear,15,310.7684828460182
9115,sea level,fog,high,steady,limited,15,358.87102335887323
9116,Lolo Peak,fog,steady,steady,clear,8,141.12501482986096
9117,Missoula,mist,steady,high,clear,14,211.9080561431084
9118,30K feet,dry,steady,high,poor,10,13.884834784965284
9119,Missoula,mist,high,steady,limited,16,203.662776403263
9120,30K feet,fog,high,high,clear,12,50.53106624260126
9121,Lolo Peak,fog,steady,steady,poor,13,154.00792304810037
9122,sea level,fog,low,high,clear,8,356.8905473832197
9123,sea level,mist,high,gusty,clear,14,327.49815911371053
9124,30K feet,dry,low,steady,clear,13,4.785786154839538
9125,sea level,rain,low,high,clear,13,306.24997182870703
9126,sea level,fog,steady,gusty,limited,17,357.0961739020077
9127,Missoula,rain,steady,steady,poor,16,197.3985415422007
9128,18K feet,dry,high,steady,poor,17,44.54851380493077
9129,Missoula,dry,low,steady,clear,12,182.7244241399299
9130,Missoula,mist,high,steady,limited,13,208.96954300640428
9131,Lolo Peak,rain,steady,high,poor,7,107.52453772094434
9132,Lolo Peak,mist,steady,calm,limited,7,118.55746075850102
9133,Missoula,dry,steady,high,poor,14,192.6372809528223
9134,Lolo Peak,mist,steady,high,poor,6,120.82378935297187
9135,18K feet,rain,high,gusty,clear,11,40.40423777772793
9136,18K feet,rain,steady,gusty,limited,9,36.66199582618006
9137,30K feet,rain,low,high,poor,15,18.45833449570929
9138,sea level,fog,low,high,limited,11,361.343193113542
9139,18K feet,dry,low,high,clear,17,34.835262539620764
9140,sea level,mist,steady,steady,clear,8,322.7402526934281
9141,Lolo Peak,dry,high,gusty,clear,8,94.99857312692622
9142,18K feet,dry,low,gusty,clear,9,30.090915117795483
9143,Lolo Peak,dry,high,gusty,poor,4,106.9083623980321
9144,sea level,mist,low,gusty,poor,8,333.0613935612309
9145,Missoula,rain,low,high,clear,10,191.19143359029306
9146,18K feet,dry,steady,gusty,poor,2,43.010032072092336
9147,Missoula,dry,steady,high,clear,7,181.07095606545624
9148,18K feet,dry,high,steady,limited,7,35.492656308562445
9149,18K feet,dry,low,high,clear,12,41.27696893688251
9150,Lolo Peak,rain,low,steady,poor,17,107.495356413962
9151,sea level,rain,steady,gusty,clear,6,306.8343380352753
9152,18K feet,dry,steady,high,poor,10,46.03184301422644
9153,Lolo Peak,fog,high,steady,clear,7,143.65834119303761
9154,18K feet,rain,low,gusty,limited,13,42.02929375185472
9155,30K feet,fog,steady,high,poor,18,65.37649396144923
9156,Lolo Peak,dry,high,steady,clear,13,96.94191161042674
9157,Missoula,mist,high,high,limited,20,205.0874229241693
9158,Missoula,mist,steady,high,limited,17,209.9197136172627
9159,Lolo Peak,dry,low,high,limited,12,93.17547122617566
9160,sea level,dry,steady,high,limited,6,304.56715131649224
9161,Lolo Peak,rain,high,steady,clear,12,97.08076082262451
9162,Missoula,fog,low,gusty,clear,12,238.73066716371417
9163,sea level,rain,low,high,limited,6,312.1576540568887
9164,30K feet,mist,steady,gusty,clear,18,23.498306124950233
9165,18K feet,mist,low,steady,limited,14,61.16194602054176
9166,18K feet,mist,high,steady,poor,14,69.93342177521492
9167,Missoula,fog,high,high,poor,18,244.75664812196956
9168,sea level,dry,high,steady,clear,11,303.4206675501021
9169,Lolo Peak,dry,low,steady,limited,10,94.96778047524793
9170,Lolo Peak,dry,steady,steady,clear,7,97.09366335499803
9171,Lolo Peak,mist,steady,gusty,poor,13,122.65701666394631
9172,30K feet,fog,low,steady,limited,17,56.56394474985604
9173,Missoula,rain,steady,steady,clear,6,195.38581408033266
9174,Missoula,rain,high,high,poor,11,204.27753887358702
9175,sea level,mist,steady,high,poor,17,336.7888476073346
9176,18K feet,fog,steady,steady,limited,19,89.62842057667376
9177,30K feet,dry,low,high,clear,8,9.339958427167117
9178,18K feet,rain,low,steady,poor,11,47.139980477913234
9179,Missoula,mist,high,calm,limited,10,205.14898173084958
9180,sea level,rain,high,gusty,poor,8,320.30317819718897
9181,30K feet,dry,steady,gusty,poor,15,18.949598544196366
9182,Lolo Peak,fog,high,steady,limited,15,143.85217354899618
9183,Lolo Peak,mist,high,high,clear,5,116.97002112670731
9184,Missoula,rain,high,high,clear,9,186.06001335223777
9185,30K feet,fog,high,steady,poor,13,66.10815502072046
9186,30K feet,dry,high,gusty,limited,4,6.275455612792541
9187,18K feet,rain,low,high,clear,18,38.80879420257301
9188,sea level,mist,steady,gusty,poor,5,335.0672074442253
9189,18K feet,fog,high,high,clear,8,82.94325641679296
9190,18K feet,fog,high,gusty,clear,16,91.8004018503314
9191,sea level,rain,low,gusty,clear,12,308.18759377423333
9192,sea level,mist,low,high,limited,13,329.64197936764873
9193,30K feet,rain,low,gusty,clear,9,11.694473691945866
9194,Missoula,rain,low,high,poor,17,199.18943867334863
9195,18K feet,fog,low,steady,poor,18,95.58120387436144
9196,Lolo Peak,dry,low,high,limited,15,102.52808794545913
9197,30K feet,dry,low,gusty,clear,6,0.45426532341535975
9198,18K feet,dry,low,gusty,clear,11,38.434167134453105
9199,Lolo Peak,dry,low,high,poor,11,103.67894499205002
9200,18K feet,dry,low,high,clear,16,35.84971466759973
9201,sea level,rain,low,gusty,limited,12,309.71239568915456
9202,30K feet,fog,high,gusty,limited,7,62.12137883022159
9203,Lolo Peak,dry,high,gusty,clear,10,99.72085127602182
9204,18K feet,fog,steady,gusty,limited,16,85.60686467128409
9205,30K feet,mist,low,gusty,poor,10,35.032019577606626
9206,30K feet,rain,steady,steady,limited,19,11.179999581204068
9207,sea level,rain,steady,gusty,limited,12,312.5165087725051
9208,30K feet,fog,high,high,limited,11,56.12358020246147
9209,sea level,mist,low,gusty,poor,7,340.33049814005733
9210,Missoula,mist,steady,calm,clear,5,207.57370716899166
9211,Missoula,mist,low,steady,clear,15,207.13296966449198
9212,sea level,dry,steady,gusty,limited,9,304.9533778865616
9213,sea level,fog,steady,steady,limited,11,356.44414479940866
9214,Lolo Peak,fog,high,gusty,limited,7,145.77574470528967
9215,Missoula,mist,high,high,limited,7,203.57810219245596
9216,sea level,rain,high,gusty,clear,16,312.3083574859067
9217,sea level,mist,low,calm,clear,12,333.08983847764546
9218,Missoula,dry,high,steady,poor,13,195.5779817827617
9219,Missoula,mist,high,gusty,clear,16,210.96450832198414
9220,Lolo Peak,mist,low,steady,clear,14,115.35539767655966
9221,sea level,mist,low,high,poor,7,328.8094681992408
9222,sea level,fog,low,gusty,limited,16,355.6808396494317
9223,30K feet,fog,low,gusty,poor,10,66.3889501303278
9224,sea level,mist,low,gusty,clear,11,321.3396856841588
9225,18K feet,fog,high,gusty,limited,22,87.23369885914663
9226,30K feet,fog,high,high,clear,5,50.98612150574339
9227,30K feet,fog,low,high,limited,8,61.8583146663653
9228,Missoula,rain,low,gusty,limited,19,196.90013656760456
9229,30K feet,mist,high,gusty,limited,11,26.235133848897668
9230,18K feet,mist,steady,high,limited,15,56.19193120015857
9231,Missoula,dry,steady,gusty,limited,17,185.13595331453783
9232,Missoula,rain,steady,gusty,clear,20,190.61381661459922
9233,18K feet,mist,steady,high,limited,10,54.98267523503984
9234,18K feet,mist,steady,gusty,clear,2,59.687390090689846
9235,18K feet,mist,high,gusty,clear,13,48.019717958863644
9236,18K feet,dry,high,high,limited,13,38.91210140988128
9237,sea level,dry,high,high,clear,13,309.1989839936017
9238,30K feet,dry,low,high,limited,13,8.437797064963412
9239,30K feet,dry,low,steady,poor,14,15.48606977053728
9240,sea level,mist,high,high,limited,11,332.3816485482463
9241,Missoula,rain,low,gusty,clear,16,194.38528918447992
9242,30K feet,dry,high,gusty,clear,17,0
9243,Lolo Peak,fog,high,high,clear,12,145.707073255746
9244,sea level,fog,high,gusty,limited,15,358.36452724835203
9245,Missoula,rain,high,gusty,limited,9,192.98290396085918
9246,Missoula,fog,steady,gusty,limited,11,239.36497255984779
9247,sea level,dry,low,high,clear,19,309.7767823936533
9248,Lolo Peak,mist,steady,gusty,clear,9,119.76364719100884
9249,Lolo Peak,dry,high,high,clear,5,95.6612850703603
9250,18K feet,mist,steady,gusty,poor,11,66.19400082309885
9251,30K feet,dry,steady,gusty,limited,8,4.835648636946228
9252,18K feet,rain,high,high,poor,11,51.12692294531002
9253,Missoula,fog,steady,calm,poor,11,247.12071097883086
9254,sea level,dry,low,high,limited,7,308.56795258348575
9255,30K feet,dry,low,high,clear,14,0
9256,30K feet,dry,low,high,limited,16,4.925811023399964
9257,sea level,fog,high,steady,clear,9,359.44161869600043
9258,18K feet,rain,high,high,clear,10,40.03276364702935
9259,sea level,mist,high,gusty,poor,19,338.13400622738015
9260,Missoula,rain,low,high,limited,14,191.1352310395291
9261,sea level,mist,low,high,limited,13,330.6425248736623
9262,18K feet,mist,high,steady,clear,12,58.77012874992034
9263,18K feet,mist,high,gusty,poor,10,58.9476260930944
9264,sea level,fog,low,high,clear,13,354.88443160463197
9265,18K feet,rain,low,gusty,clear,11,38.558708295344076
9266,Missoula,fog,steady,gusty,limited,17,237.6063407269942
9267,Lolo Peak,mist,high,steady,poor,10,127.65394517293063
9268,Missoula,mist,high,gusty,limited,17,209.4846363137815
9269,Missoula,dry,high,steady,poor,17,193.98308844717235
9270,18K feet,mist,high,calm,clear,9,54.83699895673612
9271,Lolo Peak,fog,low,steady,limited,16,148.93616952042782
9272,Missoula,mist,low,steady,poor,12,217.42133411451596
9273,Missoula,rain,high,high,clear,12,195.45131040644168
9274,18K feet,mist,low,high,poor,8,64.46107032614097
9275,Lolo Peak,dry,high,gusty,limited,5,98.05402106806119
9276,30K feet,rain,steady,gusty,limited,16,10.594778888514785
9277,sea level,rain,steady,gusty,limited,7,309.9596001745634
9278,Lolo Peak,dry,low,high,limited,18,99.14857901821777
9279,Missoula,dry,steady,steady,limited,21,187.40031385875145
9280,30K feet,fog,steady,steady,limited,10,52.57412472564557
9281,Lolo Peak,mist,high,gusty,limited,12,110.8394628725809
9282,30K feet,fog,steady,steady,limited,19,58.168170054938486
9283,30K feet,fog,high,high,clear,14,57.45546756740774
9284,Lolo Peak,fog,low,steady,poor,13,157.1752718328233
9285,Lolo Peak,dry,low,gusty,clear,14,90.739156000373
9286,Lolo Peak,rain,high,high,clear,14,101.85469508774769
9287,Lolo Peak,mist,low,high,poor,15,123.36734700264753
9288,Lolo Peak,rain,high,gusty,poor,13,112.29880812994402
9289,Lolo Peak,dry,steady,high,limited,15,102.03607092237864
9290,18K feet,mist,steady,high,clear,15,56.53992671387062
9291,Missoula,mist,steady,steady,limited,9,203.8478196642388
9292,sea level,dry,low,gusty,poor,14,318.3476926294711
9293,Missoula,mist,low,high,poor,6,214.5709391409184
9294,sea level,mist,steady,gusty,limited,22,328.5535514492593
9295,sea level,mist,high,steady,poor,7,330.99478947287537
9296,Missoula,mist,steady,steady,clear,5,203.5618655930798
9297,18K feet,mist,steady,steady,limited,16,55.972711842833746
9298,Lolo Peak,dry,low,high,poor,10,103.26305442183101
9299,30K feet,dry,steady,gusty,poor,7,18.169079213869217
9300,Lolo Peak,rain,high,gusty,limited,16,102.05925975005354
9301,sea level,fog,steady,steady,clear,17,355.2306757917051
9302,Lolo Peak,fog,steady,gusty,clear,9,145.84351811269227
9303,Lolo Peak,dry,steady,high,limited,15,96.3396733582306
9304,30K feet,rain,steady,high,limited,15,14.467343159563633
9305,30K feet,dry,low,high,limited,13,7.519205672337431
9306,30K feet,rain,steady,gusty,poor,17,21.642291258853614
9307,30K feet,dry,high,steady,poor,15,18.44125868130585
9308,30K feet,mist,steady,calm,limited,13,30.396983482958284
9309,18K feet,mist,low,gusty,clear,9,53.05046156126751
9310,30K feet,fog,low,high,poor,8,60.47443452327457
9311,18K feet,fog,low,high,limited,1,86.15887486723615
9312,18K feet,mist,high,calm,poor,11,66.73106966223837
9313,Lolo Peak,rain,low,high,poor,17,111.60208807144721
9314,sea level,fog,low,gusty,limited,17,356.10666565509104
9315,sea level,fog,high,steady,poor,12,365.49437935981433
9316,18K feet,rain,steady,gusty,clear,17,42.930673059242686
